Project ID,Application Name,Application Namespace,Platform,Version,Version Code,File ID,Test Case,Scan Type,Severity,Risk Override,CVSS Score,Findings,Description,Noncompliant Code Example,Compliant Solution,Business Implication,OWASP,OWASP Mobile Top 10 (2024),CWE,MSTG,OWASP MASVS (v2),OWASP API 2023,ASVS,PCI-DSS,GDPR,NIST SP 800-53,NIST SP 800-171,SAMA,PCI-DSS (v4.0),Created On
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Heartbleed Vulnerability,API,Untested,,0.0,,"The Heartbleed Bug is a serious vulnerability in the popular OpenSSL
cryptographic software library. This weakness allows stealing the information
protected, under normal conditions, by the SSL/TLS encryption used to secure
the Internet.",,"Status of different versions:

  * OpenSSL 1.0.1 through 1.0.1f (inclusive) are vulnerable
  * OpenSSL 1.0.1g is NOT vulnerable
  * OpenSSL 1.0.0 branch is NOT vulnerable
  * OpenSSL 0.9.8 branch is NOT vulnerable

This bug has been out in the wild since OpenSSL release 1.0.1 on 14th of March
2012. OpenSSL 1.0.1g released on 7th of April 2014 fixes the bug.",,,,CWE-126,,,API3:2023,"V9.1.1, V9.1.2, V9.1.3",,"Art-25-GDPR, Art-32-GDPR",,,,6.4,2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,HTTP Host Header Injection,API,Untested,,0.0,,"Host header attack, also known as Host header injection, is a web attack where
the attacker provides a false Host header to the web application.",,"Do not trust the HOST header since this is user control. If you must use the
host header as a mechanism for identifying the web server's location, it’s
highly advised to make use of a **whitelist** of allowed hostnames.",,,,CWE-20,,,,"V14.5.2, V14.5.4",,"Art-25-GDPR, Art-32-GDPR",,,,"6.2, 6.4",2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,OpenSSL CCS Injection Vulnerability,API,Untested,,0.0,,"This vulnerability allows malicious intermediate nodes to intercept encrypted
data and decrypt them while forcing SSL clients to use weak keys which are
exposed to the malicious nodes.",,"Upgrade OpenSSL version to the latest. Following are the Affected Versions:

  * OpenSSL 1.0.1 through 1.0.1g
  * OpenSSL 1.0.0 through 1.0.0l
  * all versions before OpenSSL 0.9.8y

Not Affected Versions:

  * OpenSSL 1.0.1h
  * OpenSSL 1.0.0m
  * OpenSSL 0.9.8za
  * latest updated OpenSSL versions 1.1 onwards",,,,CWE-326,,,,"V9.1.1, V9.1.2, V9.1.3",,"Art-25-GDPR, Art-32-GDPR",,,,6.4,2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,HTTP TRACE method is enabled,API,Untested,,0.0,,"HTTP TRACE method is enabled on this web server. In the presence of other
cross-domain vulnerabilities in web browsers, sensitive header information
could be read from any domains that support the HTTP TRACE method.",,"Disable the TRACE method on your Webserver.

Following are the configurations you can do depending on what kind of server
is used:

# Apache

To disable these methods, add the following lines for each virtual host in
your configuration file :

    
    
    RewriteEngine on
    RewriteCond %{REQUEST_METHOD} ^(TRACE|TRACK)
    RewriteRule .* – [F]
    

Alternatively, note that Apache versions 1.3.34, 2.0.55, and 2.2 support
disabling the TRACE method natively via the ‘TraceEnable’ directive.

# Microsoft IIS

The TRACK method can be added to Microsoft’s URLScan DenyVerbs section. It
should not be in the AllowVerbs section in the urlscan.ini file.

Use the URL Scan Tool to deny HTTP TRACE requests or to permit only the
methods needed to meet site requirements and policy. The default
configurations of Urlscan 2.5 (both baseline and SRP) only permit GET and HEAD
methods.

# NGINX

The majority of web sites only require the GET, HEAD & POST HTTP methods.
Enabling the TRACE or DELETE method can pose a risk to your server leaving it
vulnerable to a Cross-Site Tracking attack.

Modify the default.conf file and add the following under “server block” to
mitigate the risk of a Cross-Site Tracking attack.

    
    
    if ($request_method !~ ^(GET|HEAD|POST)$ )
    {
        return 405;
    }
    

Modifying the code will return a “405 – Not Allowed” if anyone attempts to use
the DELETE, TRACE, PUT or OPTIONS method.",,,,CWE-16,,,API8:2023,V14.5.1,,"Art-25-GDPR, Art-32-GDPR",,,,6.2,2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Sensitive Information Disclosure,Manual,Untested,,0.0,,"Applications sometimes inadvertently expose sensitive data such as user’s
passwords, financial data, health records, PII etc. and this data can be
stolen by attackers to perform identity theft, conduct credit card frauds and
large no. of other crimes.",,"Data should never be transmitted in clear text. Sensitive Data at rest should
be stored with proper use of encryption and proper access controls should be
kept in place in order to protect the data exposure across users and to the
outside world.",,,M6,"CWE-202, CWE-200",,,,"V13.1.3, V13.1.2",,"Art-25-GDPR, Art-32-GDPR",,,,"3.2, 3.3, 3.4, 3.5",2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Stack Trace Enabled,Manual,Untested,,0.0,,"Stack Trace by themselves are not vulnerabilities, but reveal information
which can be leveraged by an attacker. Attackers try to get this information
by fuzzing and tampering the input data.","Displaying information with stack trace enabled,

    
    
    Exception in thread ""main"" java.lang.NullPointerException
            at com.example.myproject.Book.getTitle(Book.java:16)
            at com.example.myproject.Author.getBookTitles(Author.java:25)
    
    Error: Something unexpected has occurred.
        at main (app.js:9:15)
        at Object. (app.js:17:1)
        at Module._compile (module.js:460:26)
    ","It is recommended to use custom error pages and redirect the user to the same
whenever an error is occurred. Apply following changes on your web.config file
to prevent information leakage by applying custom error pages.

    
    
    <System.Web>
        <customErrors mode=""On"" defaultRedirect=""~/error/GeneralError.aspx"">
            <error statusCode=""403"" redirect=""~/error/Forbidden.aspx"" />
            <error statusCode=""404"" redirect=""~/error/PageNotFound.aspx"" />
            <error statusCode=""500"" redirect=""~/error/InternalError.aspx"" />
        </customErrors>
    </System.Web>
    ",,,M6,CWE-209,,,API8:2023,V13.1.3,,"Art-25-GDPR, Art-32-GDPR",,,,"3.2, 3.3, 3.4, 3.5",2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Insecure Cookie Attributes,Manual,Untested,,0.0,,"""HTTPOnly"" cookies cannot be read by client-side scripts, therefore marking a
cookie as HTTPOnly can provide an additional layer of protection against
cross-site scripting attacks.","In Java usage,

    
    
    <session-config>
    <cookie-config>
    <secure>false</secure>
    </cookie-config>
    </session-config>
    

In ASP.Net,

    
    
    <httpCookies requireSSL=""false"" />
    

In php,

    
    
    session.cookie_secure = false
    ","Mark the cookie as Secure & HTTPOnly. This will be an extra layer of defense
against XSS. However this is not a silver bullet and will not protect the
system against cross-site scripting attacks. An attacker can use a tool such
as XSS Tunnel to bypass HTTPOnly protection.",,,M8,"CWE-1004, CWE-614",,,API8:2023,"V3.4.1, V3.4.2, V3.4.3",,"Art-25-GDPR, Art-32-GDPR",,,,,2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Improper Session Management,Manual,Untested,,0.0,,"If the application does not manage sessions securely, an attacker may be able
to remotely compromise accounts, reuse the tokens to make unauthorised API
calls on behalf of other users.","1) The application generates an access token based on the username, ID or
cryptographically insecure algorithm which can be easily enumerated.

    
    
    POST /api/sessions HTTP/1.1
    Host: site.com
    Content-Type: application/x-www-form-urlencoded; charset=utf-8
    Accept-Language: en-us
    Access-Token: testuser
    Connection: close
    Accept: */*
    Content-Length: 40
    
    POST /api/sessions HTTP/1.1
    Host: site.com
    Content-Type: application/x-www-form-urlencoded; charset=utf-8
    Accept-Language: en-us
    Access-Token: 560192
    Connection: close
    Accept: */*
    Content-Length: 40
    
    POST /api/sessions HTTP/1.1
    Host: site.com
    Content-Type: application/x-www-form-urlencoded; charset=utf-8
    Accept-Language: en-us
    Access-Token: 5d9c68c6c50ed3d02a2fcf54f63993b6
    Connection: close
    Accept: */*
    Content-Length: 40
    

2) The application does not invalidate the session token at the backend. So,
even after the use logs out, it is possible to make successful requests using
the expired token to access the resources of the user.

3) In case of critical functionalities, the application should reject if the
requests are replayed. For example, if a request is made to the server to
recharge or pay the amount, on repeating the same request, the server should
reject the replayed request.

4) Session tokens does not have an expiry and they are valid for an indefinite
time.","The application server should generate access tokens which are
cryptographically strong, dynamic and expires as soon as the user logs off or
is inactive for a particular amount of time",,,"M3, M8",CWE-613,MSTG-AUTH-2,,API2:2023,,,"Art-25-GDPR, Art-32-GDPR",,,,"3.1, 3.2, 3.3, 3.4",2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Sensitive information in Sqlite database,Dynamic,Untested,,0.0,,"SQLITE databases which are leaking information and their queries are listed
below:","SQLite is an SQL database engine that stores data in .db files. The Android
SDK has built-in support for SQLite databases. The main package used to manage
the databases is android.database.sqlite. You may use the following code to
store sensitive information within an activity:

    
    
    SQLiteDatabase notSoSecure = openOrCreateDatabase(""privateNotSoSecure"",MODE_PRIVATE,null);
    notSoSecure.execSQL(""CREATE TABLE IF NOT EXISTS Accounts(Username VARCHAR, Password VARCHAR);"");
    notSoSecure.execSQL(""INSERT INTO Accounts VALUES('admin','AdminPass');"");
    notSoSecure.close();
    

Once the activity has been called, the database file privateNotSoSecure will
be created with the provided data and stored in the clear text file
`/data/data/<package-name>/databases/privateNotSoSecure`","  1. Wherever possible you must avoid storing sensitive data within your app.
  2. Use libraries like SQLcipher to encrypt the information stored
  3. set `""allow backup=false""` to avoid exploiting data using ADB

With the library SQLCipher, SQLite databases can be password-encrypted.

    
    
    SQLiteDatabase secureDB = SQLiteDatabase.openOrCreateDatabase(database, ""password123"", null);
    secureDB.execSQL(""CREATE TABLE IF NOT EXISTS Accounts(Username VARCHAR,Password VARCHAR);"");
    secureDB.execSQL(""INSERT INTO Accounts VALUES('admin','AdminPassEnc');"");
    secureDB.close();
    

If encrypted SQLite databases are used, determine whether the password is
hard-coded in the source, stored in shared preferences, or hidden somewhere
else in the code or filesystem. Secure ways to retrieve the key include:

  * Asking the user to decrypt the database with a PIN or password once the app is opened (weak passwords and PINs are vulnerable to brute force attacks)
  * Storing the key on the server and allowing it to be accessed from a web service only (so that the app can be used only when the device is online)","Failure to use encryption routines may result in the database and its
associated data including user credentials getting compromised.",,"M6, M9",CWE-922,MSTG-STORAGE-1,MASVS-STORAGE-1,,,,"Art-25-GDPR, Art-32-GDPR",,,,"3.2, 3.3, 3.4, 3.5",2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Misconfigured AWS S3 Buckets,Manual,Untested,,0.0,,"Since the bucket is misconfigured, any user with an AWS access key will be
able to read or write to the bucket leading to loss of confidentiality and
integrity. In case the access keys are leaked, anyone with the keys can gain
administrative privileges over the bucket and it’s objects leading to
compromise of the data.",Buckets with misconfigured access control policies or exposed private keys,"It is also recommended to [set proper access
control](http://docs.aws.amazon.com/AmazonS3/latest/dev/acl-overview.html) to
the buckets such that only the owner of the bucket is able to view/modify data
in the buckets. It is recommended to rotate the access keys, if the keys are
leaked. For more information, click
[here.](http://docs.aws.amazon.com/config/latest/developerguide/s3-bucket-
policy.html)","Leaving third party cloud storage open or insecure may result in compromise of
sensitive data pertaining to the organization which leads to loss of
confidentiality and integrity.",,M8,CWE-16,,,"API1:2023, API8:2023","V13.1.3, V13.1.2",,"Art-25-GDPR, Art-32-GDPR",,,,,2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Cross-site-scripting Vulnerabilities in HTTP Body,API,Untested,,0.0,,"One or more API calls were found to be vulnerable to Cross-Site Scripting
(XSS) attacks",,,,,,CWE-79,,,,V5.3.6,,"Art-25-GDPR, Art-32-GDPR",,,,6.2,2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,XML-external-entity Injection Vulnerabilities in HTTP Body,API,Untested,,0.0,,"Our scanner detected occurrences of XML-external-entity injection
vulnerabilities in HTTP body of API calls",,,,,,CWE-611,,,,V5.5.2,,"Art-25-GDPR, Art-32-GDPR",,,,6.2,2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,CORS Misconfigurations: Wildcard Origin in response headers,API,Untested,,0.0,,"One or more API requests were found to have CORS wild character vulnerability
within in HTTP headers","
    from flask import Flask, jsonify, make_response
    
    app = Flask(__name__)
    
    @app.route('/example', methods=['GET'])
    def example():
        response = make_response(jsonify({""message"": ""Non-Compliant Example""}))
        response.headers['Access-Control-Allow-Origin'] = '*'
        return response
    ","
    from flask import Flask, jsonify, make_response
    
    app = Flask(__name__)
    
    @app.route('/example', methods=['GET'])
    def example():
        response = make_response(jsonify({""message"": ""Compliant Example""}))
        response.headers['Access-Control-Allow-Origin'] = 'https://example.com'
        return response
    ","Allowing wildcard origins can lead to unauthorized access by malicious actors,
potentially exposing sensitive information and violating compliance
regulations.",,,CWE-942,,,API8:2023,V14.5.3,,"Art-25-GDPR, Art-32-GDPR",,,,6.2,2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,String Validation Vulnerabilities in HTTP Requests,API,Untested,,0.0,,"Our scanner found string validation vulnerabilities in one or more HTTP
requests",,,,,,CWE-20,,,,"V5.1.3, V5.1.4",,"Art-25-GDPR, Art-32-GDPR",,,,6.2,2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,SQL Injection Vulnerabilities in HTTP Requests,API,Untested,,0.0,,One or more API requests were found to be vulnerable to SQL injection,,,,,,CWE-89,,,,V5.3.5,,"Art-25-GDPR, Art-32-GDPR",,,,"3.2, 3.3, 3.4, 3.5, 6.2",2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Regex DoS Vulnerabilities in HTTP Requests,API,Untested,,0.0,,Instances of Regex DoS vulnerabilities were found in API requests,,,,,,"CWE-400, CWE-185",,,,V11.1.4,,"Art-25-GDPR, Art-32-GDPR",,,,6.2,2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Response Body Contains Non-HTTPS Links,API,Untested,,0.0,,"One or more of the API responses were found to contain URL links that do not
employ HTTPS, ie. that use regular, cleartext HTTP.",,,,,,CWE-319,,,API6:2023,V1.9.1,,"Art-25-GDPR, Art-32-GDPR",,,,"4.1, 4.2",2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,LDAP Injection Vulnerabilities in HTTP Requests,API,Untested,,0.0,,The API may be vulnerable to LDAP injection,,,,,,CWE-90,,,,V5.3.7,,"Art-25-GDPR, Art-32-GDPR",,,,6.2,2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,JSON Depth Overflow in HTTP Requests,API,Untested,,0.0,,The JSON parser used by the API may be vulnerable to depth overflow issues,,,,,,CWE-20,,,,V5.3.6,,"Art-25-GDPR, Art-32-GDPR",,,,6.2,2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Integer Overflow Vulnerabilities in HTTP Requests,API,Untested,,0.0,,The API may be vulnerable to integer overflow issues,,,"  * An integer overflow during a buffer length calculation can result in allocating a buffer that is too small to hold the data to be copied into it. This in turn can cause a buffer overflow when the data is copied.
  * Withdrawing 1 unit from an account with a balance of 0 could cause an integer underflow and yield a new balance of 4,294,967,295.
  * A very large positive number in a transaction could be cast as a signed integer by backend. The interpreted value could become a negative number and reverse the direction of the transaction.",,,CWE-190,,,,V5.4.3,,"Art-25-GDPR, Art-32-GDPR",,,,6.2,2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Cloud Storage Bucket - Data Access & Tampering,API,Untested,,0.0,,"Inadequate restrictions in cloud storage buckets can expose sensitive data to
unauthorized users, potentially allowing them to perform unauthorized actions
such as accessing, modifying, or deleting valuable information. Improper
configurations, such as overly permissive access policies or misconfigured
bucket permissions, can give malicious actors or unauthorized users unintended
access to data they should not be able to view or alter.","Here is an example of a non-compliant bucket policy:

    
    
    {
        ""Version"": ""2012-10-17"",
        ""Statement"": [
            {
                ""Sid"": ""PublicReadAccess"",
                ""Effect"": ""Allow"",
                ""Principal"": ""*"",
                ""Action"": [
                    ""s3:ListBucket"",
                    ""s3:GetBucketAcl"",
                    ""s3:PutBucketAcl""
                ],
                ""Resource"": ""arn:aws:s3:::YOUR-BUCKET-NAME""
            }
        ]
    }
    

The bucket is accessible to all users, which can lead to data exposure.","Here is an example of a secure bucket policy:

    
    
    {
        ""Version"": ""2012-10-17"",
        ""Statement"": [
            {
            ""Effect"": ""Allow"",
            ""Principal"": {
                ""AWS"": ""arn:aws:iam::123456789012:role/ExampleRole""
            },
            ""Action"": [
                ""s3:GetObject"",
                ""s3:PutObject"",
                ""s3:DeleteObject""
            ],
            ""Resource"": ""arn:aws:s3:::example-bucket/*""
            }
        ]
    }
    

The bucket is protected since it allows access only to authorized users.","  * Data Breaches: Unauthorized access to sensitive data can lead to a breach of customer or business information, exposing the organization to legal and financial repercussions.
  * Loss of Data Integrity: Malicious actors could modify or delete critical data, undermining the trustworthiness and accuracy of business records, which could impact decision-making and operations.",,,CWE-552,,,API8:2023,V14.5.3,,"Art-25-GDPR, Art-32-GDPR",,,,4.1,2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Command Injection Vulnerabilities in HTTP Requests,API,Untested,,0.0,,"One or more API requests were found to be vulnerable to command injection
vulnerabilities",,,,,,"CWE-120, CWE-134",,,,V5.3.8,,"Art-25-GDPR, Art-32-GDPR",,,,6.2,2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,General Server Vulnerabilities,API,Untested,,0.0,,"The API may be susceptible to general server vulnerabilities, which can lead
to further attacks",,,,,,CWE-16,,,,V13.1.3,,"Art-25-GDPR, Art-32-GDPR",,,,6.2,2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Buffer Overflow Vulnerabilities in HTTP Requests,API,Untested,,0.0,,One or more API requests may be vulnerable to Buffer overflow issues,,,"  * Buffer overflows generally lead to crashes. Other attacks leading to lack of availability are possible, including putting the program into an infinite loop.
  * Buffer overflows often can be used to execute arbitrary code, which is usually outside the scope of a program’s implicit security policy.
  * When the consequence is arbitrary code execution, this can often be used to subvert any other security service.",,,"CWE-120, CWE-134",,,,V14.1.2,,"Art-25-GDPR, Art-32-GDPR",,,,6.2,2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Cross Site Tracing Vulnerabilities,API,Untested,,0.0,,"One or more API requests were found to be susceptible to Cross Site Tracing
vulnerabilities",,,"The Cross-Site Tracing (XST) attack makes use of Cross-site Scripting (XSS)
and the TRACE or TRACK HTTP methods. TRACE allows the client to see what is
being received at the other end of the request chain and use that data for
testing or diagnostic information. The TRACK method works in the same way but
is specific to Microsoft's IIS web server. XST could be used as a method to
steal user's cookies via Cross-site Scripting (XSS) even if the cookie has the
`HttpOnly` flag set and/or exposes the user's Authorization header.

Modern browsers now prevent TRACE requests being made via JavaScript, however,
other ways of sending TRACE requests with browsers have been discovered, such
as using Java.",,,CWE-79,,,API1:2023,"V14.5.1, V5.3.6",,"Art-25-GDPR, Art-32-GDPR",,,,6.2,2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Insecure Hashing Algorithms,Dynamic,Untested,,0.0,,"Using cryptographically insecure hash function algorithms may severely
compromise the integrity of data.",,"**For passwords** , deliberately slow hash constructions, such as scrypt,
bcrypt and PBKDF2 should be used. Simple salted SHA-2 is not good enough
because, like most general purpose hashes, it is fast. ([How to securely hash
passwords](https://security.stackexchange.com/questions/211/how-to-securely-
hash-passwords))

**For file integrity** , the current best solution is SHA-2 (SHA-256). Once
SHA-3 gets standardized it will be a good choice too.","Using salted MD5 for passwords is a bad idea. Not because of MD5's
cryptographic weaknesses, but because it is fast. This means that an attacker
can try billions of candidate passwords per second on a single GPU. (See
[Dangers of Weak Hashes](https://www.sans.org/reading-
room/whitepapers/authentication/dangers-weak-hashes-34412))

Using MD5 for file integrity may or may not be a practical problem, depending
on the exact usage scenario. The attacks against MD5 are collision attacks,
not pre-image attacks. This means an attacker can produce two files with the
same hash, if they have control over both of them. But they can't match the
hash of an existing file they didn't influence.

Although SHA1 remains the world's widely used hashing algorithm, with Git and
GnuPG relying on it for data integrity, it was recently
[proven](https://shattered.io/static/shattered.pdf) to be susceptible to
collision attacks.",,M10,CWE-916,"MSTG-CRYPTO-2, MSTG-CRYPTO-3, MSTG-CRYPTO-4",MASVS-CRYPTO-1,,,,"Art-25-GDPR, Art-32-GDPR",,,,"4.1, 4.2",2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,One Time Password Bypass,Manual,Untested,,0.0,,"We used following approaches to check if the OTP could be bypassed:

  * Check if the generated OTP can be re-generated by breaking into the logic of how an OTP is generated
  * Check if the OTP challenge is present in the client side, which includes in response body or stored in filesystem layer or in the memory layer
  * Check if an older OTP can be re-used again in the future transaction
  * Check the randomness of the OTP
  * Check if the OTP could be brute-forced by requesting wrong OTP until a correct OTP can be verified
  * Check the expiry time of a generated OTP
  * Check the number of wrong attempts accepted to verify an OTP",,,,,M3,CWE-288,MSTG-AUTH-9,,API4:2023,,,"Art-25-GDPR, Art-32-GDPR",,,,"7.1, 7.2",2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,WebView Exploits,Dynamic,Untested,,0.0,,"WebView can be susceptible to various exploits including client side
Javascript injection and network sniffing if improperly implemented.",,"When using WebView, ensure the following:

  * Use WebView to load only trusted content
  * Always load resources over HTTPS
  * Avoid using Javascript within WebView. If Javascript is absolutely required, be sure that each context is escaped properly by using an XSS filter component such as the OWASP Java Encoder Project
  * Accept only plain-text user input and sanitize it before displaying in WebView","An improperly implemented WebView instance may be vulnerable to XSS can be
used to gain access to shared preference files using `file:///`. When
Javascript is enabled, it may allow adversaries to perform XSS attacks.
Furthermore, not loading WebView over HTTPS may allow attackers to sniff data
from network transmissions and perform Man-in-the-Middle attack by injecting
arbitrary JavaScript into the WebView.",,,CWE-749,MSTG-PLATFORM-5,MASVS-PLATFORM-2,,,,"Art-25-GDPR, Art-32-GDPR",,,,,2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Insecure Direct Object Reference,Manual,Untested,,0.0,,"To test for this vulnerability, all locations in the application need to be
mapped where user input is used to reference objects directly. For example,
locations where user input is used to access a database row, a file or even an
application page. Next, the value of the parameter used to reference objects
is modified and assessed whether it is possible to retrieve objects belonging
to other users or otherwise bypass authorisation.",,,,,M3,"CWE-639, CWE-862, CWE-863",,,"API1:2023, API3:2023, API5:2023",V4.2.1,,"Art-25-GDPR, Art-32-GDPR",,,,"3.2, 3.3, 3.4, 3.5, 7.1, 7.2",2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Business Logic,Manual,Untested,,0.0,,"Logical Flaws through API which can bypass authorization and get information
about other users. Authorization and authenticated sessions were not properly
validated on both client or server side",,"The following should be checked and properly fixed

  * Check for OTP in server side rather than in Client Side
  * Use proper Authentication not same authorization token like Authorization: Basic aW50ZXJhY3Rpb25vbmU6bW9iaTEyMw== which translates to: interactionone:mobi123
  * never use passwords like mobi123",,,,CWE-840,,,API6:2023,"V1.11.2, V1.11.3",,"Art-25-GDPR, Art-32-GDPR",,,,"7.1, 7.2",2025-10-30 07:30:08.953149+00:00
63,MFVA,com.appknox.mfva,Android,1.1.1,8,302,Storing Information in Shared Preferences,Dynamic,Untested,,0.0,,"Insecured information was found in shared preference. One shouldn't use un-
encrypted information in SharedPreference.","This non-compliant code example shows an application that creates a file that
is world readable, and hence not secure.

    
    
    openFileOutput(""someFile"", MODE_WORLD_READABLE);
    

Any application could read the file and access any data stored in it.","In this compliant solution the file is created using MODE_PRIVATE, so it can
be accessed only by the app that created the file.

    
    
    openFileOutput(""someFile"", MODE_PRIVATE);
    ","Typically, malicious code steals sensitive information (passwords, session
cookies, personally identifiable information, etc). Hence, the associated
business impacts include:

  * Fraud
  * Privacy Violations",,"M6, M9",CWE-922,MSTG-STORAGE-1,MASVS-STORAGE-1,,,,"Art-25-GDPR, Art-32-GDPR",,,,"3.2, 3.3, 3.4, 3.5",2025-10-30 07:30:08.953149+00:00
